acceptedParentName,numOccurrences,timeTaken
Acalypha poiretii,9623,61.2613027095795
Lupinus albifrons,11959,97.4003880023956
Lupinus angustiflorus,467,4.52294588088989
Lupinus antoninus,98,1.8420135974884
Lupinus apertus,258,1.73885774612427
Lupinus aralloius,15,0.479669809341431
Acalypha polystachya,387,3.22204303741455
Lupinus arizonicus,6387,43.2442986965179
Lupinus benthamii,1725,11.2510085105896
Lupinus breweri,2149,19.2203454971313
Lupinus cacuminis,164,1.69754409790039
Lupinus chiapensis,47,0.320913314819336
Lupinus chihuahuensis,41,0.367819786071777
Lupinus citrinus,297,4.8806426525116
Lupinus compactiflorus,5,0.349106550216675
Lupinus constancei,41,0.676309585571289
Lupinus covillei,256,2.40546774864197
Lupinus croceus,483,3.25152659416199
Lupinus dalesiae,549,2.85493111610413
Lupinus decaschistus,15,0.671917915344238
Lupinus delicatulus,18,0.963141679763794
Lupinus diehlii,34,1.28942131996155
Lupinus dissimulans,6,0.667523145675659
Lupinus durangensis,16,1.20230937004089
Lupinus duranii,370,3.04245066642761
Lupinus elatus,681,4.01440501213074
Lupinus elegans,1310,17.0157656669617
Lupinus ermineus,50,0.492146253585815
Lupinus excubitus,5486,28.253336429596
Lupinus filicaulis,2,0.422451734542847
Lupinus flavoculatus,1077,6.35959267616272
Lupinus formosus,4219,29.9491448402405
Lupinus fulcratus,428,5.3283748626709
Lupinus gentryanus,10,0.632289409637451
Anthurium scandens,8340,58.4593529701233
Lupinus gracilentus,95,0.917954683303833
Anotea flavida,46,1.98346757888794
Lupinus hintonii,48,1.23970794677734
Lupinus howardii,7,0.267189979553223
Lupinus howard-scottii,2,0.252203941345215
Lupinus huachucanus,225,1.92754936218262
Lupinus idoneus,3,0.225288152694702
Lupinus kuschei,377,2.28152298927307
Lupinus lapidicola,106,0.646691799163818
Lupinus latifolius,6978,70.5079398155213
Lupinus lesueurii,13,1.02600884437561
Lupinus leucophyllus,9361,68.3498458862305
Lupinus longifolius,1413,9.49294281005859
Gyrocarpus americanus,13987,282.904239416122
Anredera baselloides,354,3.09492111206055
Lupinus macranthus,5,0.492251396179199
Lupinus magnificus,356,4.08885407447815
Lupinus malacophyllus,245,1.26303052902222
Anredera ramosa,365,6.63785076141357
Lupinus mearnsii,7,0.222301959991455
Lupinus microcarpus,12641,111.925211191177
Lupinus montanus,1104,10.3031239509583
Lupinus muelleri,52,0.898730039596558
Lupinus neomexicanus,347,2.29052114486694
Lupinus nevadensis,856,5.87539863586426
Lupinus nipomensis,71,0.972274541854858
Lupinus nootkatensis,5956,31.8280158042908
Lupinus obtusilobus,367,2.65995144844055
Lupinus octablomus,20,0.262317657470703
Lupinus oreganus,523,4.9780158996582
Lupinus pachylobus,356,2.20690941810608
Lupinus padre-crowleyi,151,1.55616593360901
Lupinus peirsonii,222,1.3773832321167
Lupinus perbonus,15,0.521018266677856
Lupinus perennis,9669,49.4010558128357
Lupinus persistens,46,2.10250282287598
Lupinus platamodes,27,0.806528329849243
Lupinus polyphyllus,100834,5208.45649528503
Lupinus potosinus,103,1.59887719154358
Lupinus pratensis,293,5.03400421142578
Acalypha pseudovagans,2,0.651423215866089
Lupinus pusillus,3062,32.1760642528534
Lupinus quercuum,39,2.97844576835632
Lupinus reflexus,60,1.26747608184814
Lupinus rhodanthus,22,0.347077131271362
Lupinus rotundiflorus,20,0.471767902374268
Antennaria anaphaloides,1621,14.7292919158936
Lupinus saxosus,1041,7.98498201370239
Lupinus semiaequus,18,1.37908864021301
Lupinus sericeus,9209,76.4806590080261
Lupinus shockleyi,1378,6.88181257247925
Lupinus sierrae-blancae,196,2.5571403503418
Lupinus simulans,102,1.36831474304199
Lupinus sinaloensis,7,0.2588951587677
Lupinus spectabilis,214,1.57173204421997
Lupinus splendens,256,2.13548755645752
Lupinus taurimortuus,20,0.422109127044678
Antennaria arcuata,108,1.17885565757751
Canella winterana,1345,8.6506998538971
Lupinus tidestromii,281,2.4730281829834
Lupinus tracyi,197,1.05391311645508
Canna flaccida,1187,16.5245311260223
Lupinus vernicius,13,0.49848198890686
Lupinus westianus,716,5.11058878898621
Antennaria aromatica,150,0.88486385345459
Luziola fluitans,853,6.89161276817322
Luziola gracillima,76,1.66765069961548
Luziola subintegra,501,3.63060569763184
Luzula comosa,3209,26.893702507019
Luzula divaricata,622,4.74245095252991
Luzula echinata,3448,21.2420065402985
Acalypha purpusii,15,0.746679782867432
Luzula groenlandica,346,2.65815949440002
Luzula kjellmaniana,1525,13.6344878673553
Luzula orestera,266,1.95534205436707
Luzula parviflora,13525,265.173305034637
Luzula rufescens,2216,22.238765001297
Luzula piperi,1095,10.4431664943695
Luzula subcapitata,79,1.46008729934692
Luzula subcongesta,300,3.15096163749695
Lycaste virginalis,169,2.50854849815369
Lycianthes amatitlanensis,471,3.367103099823
Lycianthes anomala,95,1.1117696762085
Lycianthes arrazolensis,581,3.2004714012146
Lycianthes armentalis,265,2.15013146400452
Lycianthes barbatula,17,0.739242076873779
Lycianthes ceratocalycia,57,1.14476084709167
Lycianthes chiapensis,300,4.65256953239441
Lycianthes ciliolata,386,6.60437083244324
Lycianthes connata,156,0.983404874801636
Lycianthes cuchumatanensis,70,0.578691482543945
Lycianthes dejecta,243,2.74304628372192
Lycianthes gorgonea,169,2.41591739654541
Lycianthes heteroclita,1736,12.5886511802673
Antennaria corymbosa,1185,6.94174337387085
Lycianthes hypoleuca,199,1.69117069244385
Lycianthes lenta,3716,29.6189677715302
Lycianthes limitanea,83,1.1491801738739
Lycianthes nitida,571,2.89587378501892
Lycianthes ocellata,66,0.954950571060181
Antennaria densifolia,86,1.03097438812256
Lycianthes orogenes,70,0.866913080215454
Lycianthes peduncularis,194,1.78582453727722
Lycianthes pilifera,112,2.35188484191895
Lycianthes pringlei,167,1.37904644012451
Lycianthes purpusii,513,3.05576109886169
Lycianthes quichensis,180,3.40742635726929
Lycianthes sideroxyloides,299,1.91486358642578
Lycianthes stephanocalyx,253,4.90816116333008
Lycianthes surotatensis,106,1.37973141670227
Lycianthes synanthera,951,5.98733377456665
Lycianthes tricolor,523,10.1840190887451
Lycium andersonii,4002,31.0657761096954
Lycium arochae,18,0.560844659805298
Lycium berlandieri,2346,18.176411151886
Lycium brevipes,1739,20.7867631912231
Lycium californicum,1671,10.9973266124725
Lycium carolinianum,2921,19.1363525390625
Capparis rheedei,287,2.25087594985962
Lycium densifolium,17,0.254314422607422
Lycium geniculatum,35,0.890569448471069
Lycium leiospermum,23,0.283721685409546
Lycium macrodon,182,1.78102040290833
Lycium megacarpum,138,0.687025785446167
Lycium pallidum,1891,17.5775566101074
Lycium parishii,407,5.19396567344666
Lycium puberulum,209,3.14920806884766
Lycium shockleyi,128,1.37447786331177
Lycium texanum,31,0.775899171829224
Antennaria friesiana,1970,21.5699026584625
Lycopodiella alopecuroides,5992,36.8226861953735
Lycopodiella appressa,3268,19.9941992759705
Lycopodiella caroliniana,3390,24.9294264316559
Lycopodiella inundata,54485,2349.92948818207
Lycopodiella prostrata,998,12.2833898067474
Acalypha rafaelensis,16,1.83730912208557
