acceptedParentName,numOccurrences,timeTaken
Draba corymbosa,3401,40.395188331604
Draba crassa,242,2.03962206840515
Draba cruciata,78,1.16380286216736
Draba cusickii,147,1.12436079978943
Draba cyclomorpha,86,1.86365675926209
Draba daviesiae,43,1.64673089981079
Draba exunguiculata,109,1.71030306816101
Draba globosa,162,2.60320997238159
Draba graminea,93,2.38374972343445
Triumfetta galeottiana,542,17.2565445899963
Triumfetta grandiflora,755,10.8233304023743
Draba grayana,151,2.80381679534912
Triumfetta lappula,2173,20.6459732055664
Triumfetta paniculata,179,9.87355256080627
Draba helleriana,833,13.8948645591736
Triumfetta polyandra,601,6.93257117271423
Triumfetta speciosa,1032,8.02990627288818
Draba hidalgensis,18,0.532430410385132
Draba implexa,7,0.278234243392944
Draba incerta,1497,10.6597018241882
Triuris hyalina,142,2.8174135684967
Draba jaegeri,94,1.31050181388855
Erblichia odorata,675,6.14151930809021
Draba kluanei,6,0.234574794769287
Turnera callosa,189,2.14802026748657
Turnera diffusa,3440,26.3794615268707
Turnera odorata,390,4.55257177352905
Draba lonchocarpa,1628,11.3540060520172
Sparganium americanum,6149,40.8856751918793
Sparganium emersum,95230,4485.81522870064
Sparganium glomeratum,4775,40.0007665157318
Sparganium hyperboreum,8722,104.951449871063
Sparganium natans,46603,1786.21196174622
Draba longisquamosa,79,1.82256841659546
Typha domingensis,22373,789.697568416595
Draba macounii,246,3.2039909362793
Typha latifolia,100171,5083.34334492683
Ilex rotunda,4741,38.8706362247467
Draba murrayi,86,1.50003528594971
Draba nivicola,200,2.75759267807007
Ammoselinum popei,1008,8.03309369087219
Draba novolympica,620,4.7769205570221
Draba ogilviensis,118,1.70676636695862
Angelica arguta,1630,10.43860912323
Angelica atropurpurea,3929,24.5409393310547
Angelica dawsonii,444,3.13097620010376
Angelica genuflexa,1391,14.5425310134888
Angelica lucida,2376,25.4985129833221
Draba oreibata,96,1.06082773208618
Angelica pinnata,449,4.17342615127564
Angelica tomentosa,578,5.03445839881897
Angelica triquinata,1076,10.1415448188782
Angelica wheeleri,58,2.01111888885498
Draba paucifructa,77,1.09968423843384
Draba pectinipila,87,1.43296909332275
Draba pennellii,145,1.00066351890564
Draba petrophila,164,2.08765912055969
Draba porsildii,200,2.36766505241394
Draba praealta,666,7.02540230751038
Draba pterosperma,88,1.31335091590881
Draba ramulosa,12,0.359353542327881
Arracacia aegopodioides,615,8.35637021064758
Draba ruaxes,186,2.16563415527344
Draba saxosa,52,0.922056198120117
Draba scotteri,43,0.738039970397949
Draba sierrae,107,1.22895979881287
Draba smithii,89,1.10197186470032
Draba sobolifera,64,1.3788161277771
Ilex verticillata,20796,785.668177604675
Draba spectabilis,483,6.90460252761841
Draba sphaerocarpa,189,1.51069974899292
Draba sphaeroides,139,0.961157083511353
Draba stenoloba,910,6.26107239723206
Bowlesia incana,6944,41.9299592971802
Draba subalpina,145,1.9662652015686
Draba trichocarpa,23,1.10961961746216
Draba zionensis,75,1.48948097229004
Dracontium soconuscum,83,2.14161920547485
Abronia macrocarpa,57,0.954352378845215
Dracula pusilla,57,1.48460459709167
Cicuta virosa,65132,2822.20485091209
Cnidium cnidiifolium,885,11.0346953868866
Cryptotaenia canadensis,12081,193.860705852509
Cymopterus alpinus,584,4.84637093544006
Cymopterus anisatus,228,2.94489002227783
Cymopterus cinerarius,186,2.33341193199158
Cymopterus glaucus,370,5.03926920890808
Cymopterus globosus,254,1.57772850990295
Cymopterus purpureus,732,9.26179480552673
Cynosciadium digitatum,950,5.99790167808533
Daucus pusillus,10878,93.7605953216553
Donnellsmithia juncea,689,8.58196663856506
Drosera intermedia,84617,3946.76301169395
Erigenia bulbosa,6370,43.1581981182098
Eryngium aromaticum,1107,12.0551710128784
Eryngium articulatum,422,4.08349823951721
Eryngium baldwinii,4751,31.1470105648041
Eryngium beecheyanum,840,9.2286548614502
Eryngium bonplandii,220,3.89718723297119
Eryngium carlinae,1915,12.5099132061005
Eryngium cervantesii,921,5.84790372848511
Eryngium columnare,238,1.5796480178833
Eryngium comosum,319,2.24611353874207
Eryngium cuneifolium,167,3.26328301429749
Eryngium cymosum,189,1.91395974159241
Eryngium deppeanum,277,2.90719270706177
Eryngium diffusum,2914,11.8639538288116
Eryngium foetidum,4952,27.2012183666229
Eryngium ghiesbreghtii,530,3.11013031005859
Eryngium gracile,556,2.78818535804749
Eryngium gramineum,155,1.61505556106567
Eryngium haenkei,59,1.73999810218811
Eryngium heterophyllum,1086,8.4195556640625
Eryngium hookeri,1315,8.31203961372376
Drosera tracyi,1411,13.2806098461151
Eryngium humile,1989,14.1502652168274
Eryngium integrifolium,2264,18.2335438728333
Eryngium leavenworthii,3816,22.0723707675934
Eryngium longifolium,319,2.99381875991821
Eryngium monocephalum,440,4.65667057037354
Eryngium nasturtiifolium,760,4.87340307235718
Eryngium pectinatum,239,3.06707239151001
Eryngium petiolatum,1832,12.9294033050537
Eryngium phyteumae,213,3.38391590118408
Eryngium pinnatisectum,112,0.896057367324829
Eryngium prostratum,2778,13.1818008422852
Eryngium scaposum,316,3.37022185325623
Eryngium serratum,543,4.16912317276001
Eryngium subacaule,176,1.63259744644165
Dryadella guatemalensis,47,1.34402775764465
Eurytaenia texana,314,2.42876672744751
Dryadella linearifolia,93,1.07709693908691
Dryas alaskensis,572,11.1516091823578
Dryas drummondii,2923,19.0393903255463
Dryas hookeriana,2292,23.593612909317
Drymaria anomala,66,1.09979152679443
Drymaria axillaris,19,0.332766056060791
Drymaria barkleyi,20,0.895942687988281
Drymaria conzattii,3,0.638663530349731
Drymaria debilis,344,3.80785894393921
Drymaria depressa,107,1.76371788978577
Drymaria elata,27,0.440059185028076
Drymaria excisa,70,1.5662043094635
Heracleum maximum,27372,1308.44648981094
Drymaria hypericifolia,35,1.13568186759949
Drymaria ladewii,81,0.580728054046631
Drymaria longepedunculata,27,0.301668405532837
Drymaria lyropetala,61,0.523779392242432
Drymaria malachioides,80,0.707626104354858
Drymaria multiflora,191,1.22760391235352
Hydrocotyle americana,3531,19.4494576454163
Drymaria pachyphylla,162,1.2284791469574
Hydrocotyle leucocephala,2445,15.5320959091187
Hydrocotyle mexicana,1645,8.39398956298828
Drymaria stipitata,16,0.415148735046387
Drymaria subumbellata,13,0.288849592208862
Hydrocotyle pusilla,577,3.01768159866333
Hydrocotyle ranunculoides,25304,862.223799228668
Drymaria tenuis,160,3.10298609733582
